id,text,BIO_anno,class
5208,卡员申请的吧，所以额度就高,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ,2
3094,大妈不看负债，我被拒三十多次然后批三千,O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O O O O O O O O O,2
2497,下次就毕业了，额度应该会提下吧,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
1691,你是预约的，等吧，流程，预约受理，预约完成，审核中，资料处理中，审核中，审核完成，当然预约失败就是系统都没过...,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O,2
2827,借出去打电话客服调码,O O O O O O O O O O,2
3190,带上良民证去网点，超柜申请，额度还是很满意的,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
1933,隔壁上岸区去问问，有个工行的支行,O O O O O O O O O O O B-BANK I-BANK O O O,2
5924,垃圾招商银行。我是被拒了。隔壁民生开了张10万的。,B-COMMENTS_ADJ I-COMMENTS_ADJ B-BANK I-BANK I-BANK I-BANK O O O O O O O O O B-BANK I-BANK O O O O O O O O,0
5955,我在学校办的下卡5000，工作后更新信息直接1.5w，工作半年涨到1.9w了，临额4.5w，可我还是觉得好慢[捂脸],O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,0
1032,数一数，看下我有多少信用卡,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
4529,逾期一年多你其他信用卡有封卡降额吗,B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ O O,2
3316,难道只有借出来才能调平么？早知道不申三卡曲线了哎。。。关键不想借出来啊，借出来也没用还多一笔贷款记录。。。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O,2
1487,是卡里有一分就自动划扣，我那卡已经呆账了。,O B-PRODUCT O O O O O O O O O O O O B-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O,2
972,好的，我觉得买基金还是心态要稳吧,O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ O,2
1339,我直接同意分期付款，不是吗？？,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,2
6041,建议办张招商银行或者广发银行信用卡，商业银行信用卡比四大国有银行卡活动多点,O O O O B-BANK I-BANK I-BANK I-BANK O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_ADJ O,2
4931,投诉在哪里？你是哪个城市的,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
4559,平安18k建行16k花旗44k,B-BANK I-BANK O O O B-BANK I-BANK O O O B-BANK I-BANK O O O,2
4339,你现在这八行无论是多头还是额度过高都是头疼，如果你当中有两行是野鸡菜卡把它销了那就最好不过了，可是你这八行都是不错的，你根本无从下手！...,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2
3669,工商数字无界卡30k,B-BANK I-BANK O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
2833,云闪付有定制的金白菜,B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
4755,别申请了，不然越陷越深，还是找个工作或者门路把，我以前12行卡，欠了几十万，还有各种网贷，总共50多万，以贷养贷越欠越多。...,O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_ADJ O O O O,2
3125,不上征信，不过不还会起诉是真的，,O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
5577,费率太高，年化费率你算下。都不合算,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,0
6659,如果未激活，则无法激活。??,O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
2606,出大黑屋，小黑屋还会远吗,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4203,先过户吧移动怎么拉黑你的？,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,0
6986,问题是可以申请哦，现在这张黑色的也能申请。太好了,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
2791,诈骗被封卡了，可以去柜台取钱后销卡，终生不能用招商。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK O,0
6600,分期试试,B-PRODUCT I-PRODUCT O O,2
3283,是最近下卡的吗，方便告知下下卡地区吗,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
5675,五月份下的卡吗，兴业的速度还是可以的,O O O O O B-PRODUCT O O B-BANK I-BANK O O O O O O O O,2
5633,我也是前几天下了这个卡昨天刚刚收到卡片，还没有终审激活。如果没有降级批卡的话应该最少1万起步。如果降级成金普批卡大概率低于1万额度。...,O O O O O O O O O O B-PRODUCT O O O O O O B-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O B-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
85,我今天也跟风，批了46k。额度调整哪里可以看到,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
2508,目前你随便一个人，发个黄鱼标个2万多的价格，让对家来买的时候，绝大多数是不让用信用卡支付的。而且就算能支付，马云也收手续费的。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O,2
5589,我用了圆梦金和现金分期后就黑了，被限制消费了！,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
6151,信用卡需要你本人激活才能使用，你没做激活是不会有还款额的,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O,2
5023,分期大法跟风下卡50000，普提一次，65000。,B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O,2
441,主要看一更时间，一般征信后立马就会有结果，或者不批不拒就是转下个审批人那里了??就要再次人工审核。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
463,客户经理告诉我随便刷，不要刷到建行卡就行，别刷房地产金融类,O O O O O O O O O O O O O O O B-BANK I-BANK B-PRODUCT O O O O O O O O O O O,2
5168,再上就是精英白了哈，只能换金卡,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT,2
3503,请问你这个申请进度是一直可以查看吗？我6.11申请的，现在客户端还查不到进度、浦发的,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
2458,下了，应该很快就会收到信用卡,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
5127,去年6月初开卡至今连临时都没见过，更不要提固定额度了,O O O O O O B-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O,2
4045,前几天融E借把5万额度全借了出来，然后本人其他银行卡里转了两圈，停了两天还,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O,2
4472,哎，为什么我有预批金额，贷款被拒？,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O,0
2263,祝下卡,O B-COMMENTS_N I-COMMENTS_N,2
3599,机关单位入职一年了大妈代发公积金社保齐全,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
4807,纯信用卡额度吗，不算那些乱七八糟的备用金分期贷款额度哦,O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O,2
2975,调查审批和审批有什么区别，征信查询过多，还送了两条。唉,O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
7280,台州银行周五提交的，今天卡号后4位出来了，不知道多少额度。就一个身份证，啥都没提供。,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,2
6590,这坑我跳了，也顺便提醒一下大家吧，当然头铁的我没意见,O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O,0
2694,你们社保卡要那么久才能拿动？我在工行，申请社保卡10分钟就拿到了现场有机器直接出卡,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O B-BANK I-BANK O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O,2
3202,又没叫你还，提前还不是要违约金,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
3967,谢谢分享，撸到了，这个兴业的福利不错,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
4964,那他家办理分期，需要先还一部分吗？这几天一直在谈判,O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O,2
2270,80砖没提供房本和行驶证要求重审了两回第一回还是系统重审没过今天强烈要求人工审核终于过了要求重审的小伙伴们一定要要求人工审核！,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
5663,招商最起码不会有几分的吧。一直都是三毛多，五毛多。,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O,2
2679,分期也就是停息挂账,B-PRODUCT I-PRODUCT O O O O O O O,2
1814,建议不要再预约账单分期了！它已经不待见你了！还有你其他行情况估计也不怎么地，它会认为你资金链有问题...,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
895,卡面跟“支付白”基本一样，喜欢这个卡面，申请个支付白最省事,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
6589,没有必要，该分期的时候就分期,O O O O O O B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT,2
303,建行都是线上??自己试试??能过就能过,O O O O O O O O O O O O O O O O O O O,2
5139,卡到了，额度依然很低,B-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
2696,我也是4-29提的，一直都是2.5额度，不知道7-29能不能提,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
2538,只要汇总不高，基本上是可以3+1的,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
2251,我还以为分行有权利内部批卡呢……那确实没戏了,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
1460,5.42%很便宜了，我刚分了中行三期，算了下年化6.75%,O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
4067,我想问下我14年1月征信显示呆账13000前天协商处理了??说是不影响我征信会给我处理征信请问下是不是更新以后就直接洗白？不用等五年？...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1063,扶贫爱心卡能给你多少你地明白？,O O O O B-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
4392,听说固定金额大于临时金额。,O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O,2
5383,有点影响吧无所谓了装修钱不够,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
5840,直接跟EMS改银行那边应该不知道吧。这样银行会不会说我骗啊,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,0
5148,白金信用卡，尊贵持卡人，额度100元，年费300元。。。来论坛也有一段时间了，我只服楼主。,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O,2
1553,看你们刷卡没分我都特别好奇，怎么那么蠢,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_ADJ,0
2116,存进去等出来了就可以转走，就是走个流程，这样可以把额度搞起来,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
1762,没有的话，提示让你去网点申请。网点申请额度也高，速度也快,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ,2
1256,为什么每次都是首套怎么办到的，这么牛,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,2
6087,这个白金有点水，学生申请是金卡。我也是白金，额度只有1.3w,O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
2339,谁说分了就难提额我的就分了照样提招商很看大数据的缺钱就算不分也不提,O O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O,2
3845,支付宝一会就到账啊,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,2
434,直接过了，碰瓷大白吧，额度还比较满意,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
6816,其实也够资格了，就是银行卡严,O O O O O O O O O O O O O B-COMMENTS_ADJ,2
4642,怕是你安心不了了三月十号的卡到现在还没动静,B-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT O O O O O O O,2
1558,刚下自由人生小白金，刷9w免年费，每月第一笔取现免手续费，求问掌上生活里取现算消费么？取现够9w可以免年费么？,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
1115,我就看看，我还被基金套着,O O O O O O O O B-PRODUCT I-PRODUCT O O,2
20,工商84000,B-BANK I-BANK O O O O O,2
323,9行？大几率拒,O O O O O O B-COMMENTS_ADJ,2
3742,密码器估计可以办，U盾别想了，建行也这样，上次我去办一个，说现在严格，必须要流水申请，达到1000W还是多少，现在一般手机银行最高都可转100W了，所以要不要U盾无所谓，...,O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
3665,我融e借突然给我16w不知道为啥，之前怎么申请都不行,O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
6799,等短信吧，额度应该不会低,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ,2
2247,农业银行27k,B-BANK I-BANK I-BANK I-BANK O O O,2
2129,在这里还能碰到老乡，我也在晋江好几年，回漳几年了{:1_1:}看你账单，商户比较单一，刷卡金额要大小额结合刷,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O,2
4932,是卡有问题，还是没有手动激活？,O B-PRODUCT O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
4879,说的也对，负债不怎么减的情况下，分期好还是刷好,O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ O O O B-COMMENTS_ADJ,2
3298,你这个是首卡吗？楼主什么资质？,O O O O B-PRODUCT I-PRODUCT O O O O O O O O O,2
311,"0.5%有点高啊,我是0.35%",O O O O O O B-COMMENTS_ADJ O O O O O O O O O,2
4925,不应该，只要是同地区，没问题,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
436,我这次申请的是哔哩哔哩卡芭比白去年申请过曲线到2W,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O,2
3392,蓝牙盾，盾没坏都不用换，只要证书过期更新一下就好,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
1908,欠债逾期，还不让从工资卡里扣？,B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
110,请问招商银行申请办理信用卡需要什么条件,O O B-BANK I-BANK I-BANK I-BANK O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N,2
6180,建行整个授信政策厌恶多头授信，授信规则要求拒绝多头,B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,0
3796,一直是一个金卡再用，前两天看见微信有个二维码，直接扫了,O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O,2
2484,请问各位大神发这个短信的意思，是去网点签个字就通过了嘛,O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1868,你可以加到手机闪付里面，这样就是3.8了,O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O,2
4732,上门后一周拿到卡了，伐开心,O O O O O O O B-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
4477,我都用起来了。卡板他慢慢制吧。我不着急,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
2853,吓死我了，赶紧全部分期了，分了9期，就算降了也不至于缓不过来,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O,0
3271,推荐名额出来了，但是很难从右下角的e借到数字。,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
595,什么都不用卡行。?这取决于具体的卡物种?上线很久了，但是没有人觉得好看,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
2913,刚刚我试了下可以提额了显示在处理中你去试试看我也是宁波的,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O,2
