id,text,BIO_anno,class
4315,随时点都可以，能提就能提，不提什么时候点都不提。看运气,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
6089,副卡消费过，主卡还没激活，主卡还要年费吗？消费满十笔是主卡、副卡分别算的吗？,B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O O O O,2
1933,隔壁上岸区去问问，有个工行的支行,O O O O O O O O O O O B-BANK I-BANK O O O,2
1670,瞎扯吧，我倒是不信这个借口,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,0
1029,被劫持了，和建行没关系,O O O O O O B-BANK I-BANK O O O,2
6138,建设银行信用卡的额度一般过三个月，半年就能提额了,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
5657,不知道分完还有没有，分期还是可以接受的,O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O,2
1905,这是不是黑屋呀，出来是不是额度还是很低,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
559,你申请的是哪种分期，我申请的信用卡分期跟你这页面不同，也没出现过预计分期这个栏位,O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O,2
966,应该会给你一张卡，然后自己去看下额度怎么样,O O O O O O O B-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
2635,今天招商又给我打电话了，说还是分48期，我没有同意，我说六十期，前面两年一个月少还点，后面多还点，招商不同意，说就算60期一个月最低还款额也得1350元，可我真的承受...,O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ O O O B-BANK I-BANK O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
7,羡慕，可能上个月申请多了。上月连续下了浦发广发华夏交通。这个月申请建行，农业??邮储各种秒拒，买了点建行理财，3个月后在看...,O O O O O O O O O O O O O O O O O O O B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O,0
24,已经成功拿下农行信用卡首卡，开心一下,O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,1
119,这不科学，一般人浦发信用卡都是3万额度起呀,O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O,0
2593,查了显示有积分mcc正常。又没在天书,O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
3974,正常用卡一张就够??留两张额度高的以防日后有资金需求卡少方便养卡,O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2
4117,先在App里面更新自己的住址和工作导致，然后再申请的时候务必和个人信息里面的地址保持一致。如果不通过，那就跟地址没关系了。...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
7305,七只小动物，每年的流量费就要几百块。而且小动物多不代表好，都是个人机器，大部分都没有积分。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O,2
131,房贷还了多久？估计和我一样满两年才能下卡,B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
7051,借呗借了15万，其他信用卡基本算是0负债。千八百的。,B-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
504,不只是建行，这几天申卡时候有个也没非得填固定手机号也行，忘了哪行了,O O O B-BANK I-BANK O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O,2
2277,怎么做到的，求路子，着急求,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6374,支付宝搜邮政银行的公众号吗？？,B-PRODUCT I-PRODUCT I-PRODUCT O B-BANK I-BANK I-BANK I-BANK O O O O O O O,2
1359,兄弟你用啥进件的？能不能让我参考下,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
5367,民生就是提额幅度太小，我都不爱刷了,B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,0
6270,投诉，银行天天给我打电话，我想骂人,O O O O O O O O O O O O O O O O O,0
4371,说明你是够最低的。,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
6629,平安激活是在vtm激活，大堂经理合照，连可视电话，也就几分钟吧,B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O,2
6171,建行的优势绝对不在信用卡上,B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,1
3148,好歹有提醒我是直接为0,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
7137,怎么回事，还搞的定么,O O O O O O O O O O,2
3933,银行版的征信，只不过是个人版的基础上，非查询行掩盖为商业银行，小额贷款公司，消费金融公司等不显示全名，该有的账户还是不少...,O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
2344,你到13w是哪一年了，招行,O O O O O O O O O O O B-BANK I-BANK,2
6814,逾期能下才叫有水,B-COMMENTS_N I-COMMENTS_N O O O O O O,2
2979,真有这种操作？我试了三张实体没过，放弃了。房子下来了，征信无所谓了，如果可以愿意一试。楼主是钱借出来在申卡？...,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
4194,不是无损啊，也就是正常的闪付，插卡，也不是0手续费,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N,2
5007,香格里拉就是6.5起，额度还是可以的,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
6613,那就换成有积分的机子,O O O O O B-PRODUCT I-PRODUCT O O O,2
3904,不会吧卡种都不一样，我申请的是金卡,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT,2
3900,其他银行的信用卡显示吗,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
5382,我关心的是影响不影响信用卡提额，要是不影响我也准备申请,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2
3832,如果被起诉，是要还本金吗？逾期后产生的利息还要还不,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
591,有结果了吗？我申请了四天没动静，兴业银行真的好慢啊,O O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6888,能加，信报上给你叠加。。。,O O O O O O O O O O O O O,2
1277,昨天中午没睡好，心念一动试小昭。渠道是小米钱包，申的小米卡。刚提交就收到面签短信，爬起来买张高铁票就过去了。到网点下了APP，因为已经有储蓄卡，抄完那段话就去超级终端提交，走出银行就出了额度，效率真高。额度15k，还能接受，至于为什么多了2，那种因为看到一张还款券快过期了，还了2块钱。,O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2
7174,我莫名其妙的减少了，我也是车主卡,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
3195,淡定，我的首卡当年审核了一年半,O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O,2
1744,回访了吗？招行的客服个我打电话回访了,O O O O O B-BANK I-BANK O O O O O O O O O O O,2
2523,都不好办。学生的年龄过了额度也不会高,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
5035,刷卡姿势有问题吧,B-COMMENTS_N I-COMMENTS_N O O O O O O,2
5040,在分期中算很低很低。,O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
3987,资质不OK怎么下大卡，越申请越低，头张是大卡或养成大卡下来就好办了,O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
2490,问客服最准确，是的招行的客服还是很专业的,O O O O O O O O O B-BANK I-BANK O O O O O O O O O,2
6726,有，我的已经批了。额度还满意,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
1152,苹果pay吗？怎么个风控法,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
3183,幼稚大佬，融e借如何授权的啊？求教,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
5577,费率太高，年化费率你算下。都不合算,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,0
6773,过的话，搞个图片来，回头我也那样搞，我公司培训的时候就说不接受信用卡的电话,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
145,可以，就是下卡五万就很难再提上去了,O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
5809,应该过万，中信的新人售卡也是这样的哦,O O O O O B-BANK I-BANK O O O O B-PRODUCT O O O O O O,2
136,以前工资代发，JOY白下卡1.8，几年没升过,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ O,2
3481,年初工商运营下的3k，年底卖出，没提金额。,O O B-BANK I-BANK O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
1877,不对，虽然是原路退回卡里，但我办分期已经把消费的那部分占用了额度，分期后相当于这部分已经等同于还款了，退回去的已经是超过额度的钱了，我以前试过类似情况，当时是...,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
4320,喜提5条征信,B-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT,2
4835,我刚刚来临时了，距离上次提固30+1天，间隔还好吧，我觉得额度够用就行,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
3542,老哥，你贷款过了没？我也遇到这样的问题，信用卡有分期。,O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O,2
5839,怕面签问你为什么要修改地址，你就麻烦了。有点吧,B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O,2
961,有过一次，用了之后再没出现了，心里也没数，慌慌的,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ B-COMMENTS_ADJ O,2
1047,首卡能看到额度？,B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O,2
1711,进度显示已下发了，是不是稳了,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
1495,已解决现在核销还在找人,O O O O O B-PRODUCT I-PRODUCT O O O O,2
4114,数字卡没有秒批基本上是凉了，不过已经有预审批额度，可以进个人资料看看里面的公司地址和住址是不是有问题。我之前就是地址对不上，一直审批不过。...,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
2586,因为你每次都刷完，是不对的,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
6724,你从下卡到现在有多久？有2年了吗,O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
6178,前段时间，建行发短信说我有办金卡的资格了，哎，土老帽，没见过金卡，就去办了。,O O O O O B-BANK I-BANK O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O,2
1146,建行不是可以超额消费百分之多少的么，你为啥不行？,B-BANK I-BANK O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
3644,等开户就可以看到额度了，工商银行app查询进度,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
3826,毕竟你都几10万额度，当然怕呀。,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O O,2
6502,哦，要不要慢慢提名额？,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O,2
4666,现在信贷没有四大行卡，以前耐刷，,O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT O O O O O O,2
6396,也给我打了，就核实下，跟额度无关吧,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
5602,不知道当时忘记问了。。。从那以后和中信无缘算了野鸡行不要也罢,O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O,0
6515,我这扫了好几遍都不行。卡号名字都P上去了,O O O O O O O O O O O O O O O O O O O O,2
4638,老农：这点小毛都不放过，农行真的是扣啊,O O O O O O O O O O O O B-BANK I-BANK O O O O O,2
23,江西银行100K兴业115K,B-BANK I-BANK I-BANK I-BANK O O O O B-BANK I-BANK O O O O,2
7133,先协商了一下，然后抱怨道。目前这是唯一的办法,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,0
6036,无界白金卡 是刷五笔5000元免年费还是随便消费五笔？,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O,2
5852,上面很多个二维码啊！不知道你说哪个啊？我扫的是查询卡片详情那个，只是显示我所申请的卡种权益之类的信息。没有额度啊！也没有要填写身份证手机号之类的...,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O,2
5124,民生改政策了，去年5月的时候我有民生金卡，申请二卡民生标准白金卡就是秒批通过，没有什么初审和终审一说。今年7月申请女人花标准白金卡提交后就收到一个初步审核通过的短...,B-BANK I-BANK O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
3201,看到理财了吗,O O B-PRODUCT I-PRODUCT O O,2
418,估计是的了，我在掌上生活看到优惠了,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
1962,没问就确认自己是不是自己。??,O O O O O O O O O O O O O O O,2
7408,哪个卡？,O O O O,2
4289,冬奥卡挂失后十天了还没收到卡提前激活了还会不会寄卡,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
5441,十张卡，最多南京用了25000，最少江苏用了几百，唯独交通19000一分没用，这个月也打算不用，一用就打分期连着打，接了说不分还打。TMD真穷疯了，什么叼六大丢人。...,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ B-COMMENTS_ADJ O O O O O O O O O O O O O,0
3891,薅羊毛可以留广发平安招行，额度可以留大妈，其它销了,O O O O O O B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
5560,你逾期多少呀？,O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
5975,持有银联分期白金(坑爹白)等等,O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,0
6599,还是有滚动利润的。,O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
3384,不知道啊，反正是一周了，没反应，还是那样，能不能批下来啊，惆怅,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
2849,试试，如果在降低就没办法了，恶性循环,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
6299,我不相信，没公积金批鼎雅。一定是楼主自己有什么幼稚的内容没说出来，就在这骗大家送人头,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O,0
6193,老是查征信，以后要是有什么需要贷款的找其他银行会不会贷不了，反正我感觉很不舒服,O O O B-PRODUCT I-PRODUCT O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
3306,刷6万还是可以的，必竞普通的要20万，浦发就是这样的,O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O,2
1290,e贷款逾期7天怎么办？借的时候还的，今天还的最低,O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
472,这个不算什么，我经常被交通银行客服电话轰炸,O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O,0
253,你这是建行首卡吗？已经几行信用卡了？,O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
6347,没有，没有临时固定，也不错了,O O O O O O O O O O O O O O,2
661,不是还有30e卡吗？刚换了一张招行的卡,O O O O O O O B-PRODUCT O O O O O O O B-BANK I-BANK O B-PRODUCT,2
7006,我呆账，征信黑，能下吗,O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ O O O O,2
5297,具体是民生那款信用卡,O O O B-BANK I-BANK O O B-PRODUCT I-PRODUCT I-PRODUCT,2
192,我分期通预审批连续三个月涨额度75k-167k，工资卡建行，流水也在建行，两行卡没网贷,O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N O O B-BANK I-BANK O O O O O B-PRODUCT I-PRODUCT,2
5585,我被中信深度套牢,O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
5554,个性化分期协议，应该你也有一份的,O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O,2
1914,应该是中信银行的明日贷不错的,O O O B-BANK I-BANK I-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
3716,没事，多申请几次就行了！我连申六次才过去，浦发的就是这样的,O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,2
6132,我申请的耀红卡为啥一周了还没通过,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O,0
2657,不用申，换卡就行！不然账户会变多的！,O O O O O B-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
5535,打电话也问不出额度，查也差不到。会不会是三五千的菜卡？？白金卡不会这么低吧？,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ O O,2
